"","LocationID","avg_tip","num_trips","Borough","Zone"
"54",231,0.20230341956938,124466,"Manhattan","TriBeCa/Civic Center"
"55",114,0.202255032114768,92992,"Manhattan","Greenwich Village South"
"56",62,0.202176983407928,221,"Brooklyn","Crown Heights South"
"57",49,0.202101508857944,2214,"Brooklyn","Clinton Hill"
"58",236,0.202059035508641,169358,"Manhattan","Upper East Side North"
"59",190,0.201964385302587,320,"Brooklyn","Prospect Park"
"60",246,0.201955690371427,103302,"Manhattan","West Chelsea/Hudson Yards"
"61",54,0.201557656486799,367,"Brooklyn","Columbia Street"
"62",33,0.201263292426566,6548,"Brooklyn","Brooklyn Heights"
"63",229,0.201154851964627,116191,"Manhattan","Sutton Place/Turtle Bay North"
"64",262,0.200893295435665,70007,"Manhattan","Yorkville East"
"65",137,0.200655078279798,81509,"Manhattan","Kips Bay"
"66",24,0.200637018217963,14116,"Manhattan","Bloomingdale"
"67",260,0.200578862663495,1893,"Queens","Woodside"
"68",87,0.200502762919782,58554,"Manhattan","Financial District North"
"69",230,0.200005325470701,171017,"Manhattan","Times Sq/Theatre District"
"70",36,0.199943746363467,1334,"Brooklyn","Bushwick North"
"71",164,0.199498284963737,159722,"Manhattan","Midtown South"
"72",100,0.199496611026034,115242,"Manhattan","Garment District"
"73",163,0.19943591940895,152459,"Manhattan","Midtown North"
"74",243,0.199276205590011,1002,"Manhattan","Washington Heights North"
"75",239,0.198965994137649,134925,"Manhattan","Upper West Side South"
"76",107,0.198959874883079,165682,"Manhattan","Gramercy"
"77",79,0.198873145797428,208833,"Manhattan","East Village"
"78",224,0.198371247749254,21842,"Manhattan","Stuy Town/Peter Cooper Village"
"79",82,0.198161095580947,779,"Queens","Elmhurst"
"80",142,0.198123463468737,149964,"Manhattan","Lincoln Square East"
"81",168,0.197960221753904,574,"Bronx","Mott Haven/Port Morris"
"82",158,0.197953071380368,91744,"Manhattan","Meatpacking/West Village West"
"83",43,0.1978368080176,64148,"Manhattan","Central Park"
"84",48,0.197684215225093,180209,"Manhattan","Clinton East"
"85",68,0.197543137133924,157946,"Manhattan","East Chelsea"
"86",166,0.197378631258238,22777,"Manhattan","Morningside Heights"
"87",255,0.197326538263332,10303,"Brooklyn","Williamsburg (North Side)"
"88",179,0.197027329773993,2761,"Queens","Old Astoria"
"89",90,0.196829735776591,132010,"Manhattan","Flatiron"
"90",247,0.196794820785157,676,"Bronx","West Concourse"
"91",211,0.196687895829642,57011,"Manhattan","SoHo"
"92",97,0.196325854209982,4867,"Brooklyn","Fort Greene"
"93",7,0.196314866166139,7277,"Queens","Astoria"
"94",209,0.196255601578313,11809,"Manhattan","Seaport"
"95",127,0.19625179238529,475,"Manhattan","Inwood"
"96",177,0.195571380527551,113,"Brooklyn","Ocean Hill"
"97",74,0.195546725891211,11014,"Manhattan","East Harlem North"
"98",151,0.195235400358993,44838,"Manhattan","Manhattan Valley"
"99",61,0.195137186707016,1362,"Brooklyn","Crown Heights North"
"100",95,0.195110190283945,704,"Queens","Forest Hills"
"101",237,0.195081600983685,193035,"Manhattan","Upper East Side South"
"102",4,0.194548475015538,17352,"Manhattan","Alphabet City"
"103",263,0.194490367896731,104307,"Manhattan","Yorkville West"
"104",141,0.19411308791696,136120,"Manhattan","Lenox Hill West"
"105",140,0.193941629610697,104327,"Manhattan","Lenox Hill East"
"106",89,0.193730854261856,743,"Brooklyn","Flatbush/Ditmas Park"
"107",45,0.193517976070553,12146,"Manhattan","Chinatown"
"108",133,0.193345659866191,398,"Brooklyn","Kensington"
"109",85,0.193260400823563,118,"Brooklyn","Erasmus"
"110",17,0.19309202577507,1519,"Brooklyn","Bedford"
"111",225,0.192974654993352,659,"Brooklyn","Stuyvesant Heights"
"112",188,0.192939919034587,566,"Brooklyn","Prospect-Lefferts Gardens"
"113",66,0.192916198967329,2573,"Brooklyn","DUMBO/Vinegar Hill"
"114",256,0.191768555328706,8281,"Brooklyn","Williamsburg (South Side)"
"115",226,0.191356317463793,7681,"Queens","Sunnyside"
"116",50,0.191336091175205,58793,"Manhattan","Clinton West"
"117",132,0.191184904732619,130994,"Queens","JFK Airport"
"118",238,0.19104333771578,94667,"Manhattan","Upper West Side North"
"119",148,0.190728136757256,105306,"Manhattan","Lower East Side"
"120",116,0.190644145372157,5079,"Manhattan","Hamilton Heights"
"121",232,0.19017134469327,11257,"Manhattan","Two Bridges/Seward Park"
"122",42,0.189942027894736,5097,"Manhattan","Central Harlem North"
"123",65,0.189351143152392,8567,"Brooklyn","Downtown Brooklyn/MetroTech"
"124",83,0.188947620333737,439,"Queens","Elmhurst/Maspeth"
"125",146,0.188898719849116,4844,"Queens","Long Island City/Queens Plaza"
"126",143,0.188751430334169,61122,"Manhattan","Lincoln Square West"
"127",244,0.18701166522901,4320,"Manhattan","Washington Heights South"
"128",41,0.185531269650341,13853,"Manhattan","Central Harlem"
"129",75,0.184862703601634,27460,"Manhattan","East Harlem South"
"130",76,0.183989266414213,114,"Brooklyn","East New York"
"131",193,0.183570259436706,1220,"Queens","Queensbridge/Ravenswood"
"132",152,0.180701030650245,4444,"Manhattan","Manhattanville"
"133",202,0.178552000373683,312,"Manhattan","Roosevelt Island"
